title,combined
Alps no Shoujo Heidi: Heidi to Clara-hen,Drama Historical Nippon Animation
Shen Lan Qi Yu Wushuang Zhu: Tianmo Pian,"Action, Fantasy CG Year iQIYI, High Energy Studio"
Fleur The Animation,Hentai Studio 1st Pink Pineapple
009-1: R&B,"Action, Sci-Fi Aniplex ADV Films, Funimation"
Cobalt World,Slice of Life Music Sony Music Entertainment
Guomin Laogong Dai Huijia,"Drama, Romance School B.CMAY PICTURES bilibili, Tencent Penguin Pictures, China Literature Limited"
Wu Geng Ji 4th Season,"Action, Fantasy, Supernatural Historical, Martial Arts Sparkly Key Animation Studio Tencent Penguin Pictures"
Futari Ecchi (2014),"Comedy, Romance, Slice of Life, Ecchi Production Reed"
Hungry Days: Aoharu ka yo.,"Romance Music Shaft, Tatsunoko Production"
Itsudatte My Santa!,"Comedy, Fantasy, Romance, Ecchi TNK Three Fat Samurai, Sol Blade Funimation"
Sekai no Owari ni Shiba Inu to,"Adventure, Sci-Fi, Slice of Life Pets DLE Kadokawa Sentai Filmworks"
Brain Powerd,"Action, Adventure, Sci-Fi Mecha Sunrise Bandai Visual, WOWOW Bandai Entertainment, Sentai Filmworks"
Gregory Horror Show: The Second Guest,"Comedy, Horror, Mystery, Supernatural Mythology Milky Cartoon VAP, TV Asahi Geneon Universal Entertainment"
Piace: Watashi no Italian,"Comedy, Gourmet, Slice of Life Workplace Zero-G Pony Canyon, Studio NOIX, comico"
Grimm Douwa: Kin no Tori,"Adventure, Fantasy Madhouse, Toei Animation"
Otome Chibaku Yuugi,Hentai Suzuki Mirano
Inyouchuu Shoku: Ryoushokutou Taimaroku,"Fantasy, Hentai Mythology Anime Antenna Iinkai Milky Animation Label, MS Pictures"
Daishizen no Majuu: Bagi,"Action, Romance, Sci-Fi Tezuka Productions"
12-sai. 2nd Season,Romance School SynergySP Half H.P Studio
Ongaku Shoujo (TV),"Slice of Life Idols (Female), Music Studio Deen King Records"
Future Card Shin Buddyfight,"Strategy Game Xebec, OLM Bushiroad"
Ippatsu Kiki Musume,"Action, Comedy, Ecchi Group TAC TBS"
Gegege no Kitarou (1985),"Comedy, Supernatural Toei Animation"
Oshioki: Gakuen Reijou Kousei Keikaku,Hentai Studio 9 Maiami MS Pictures Kitty Media
Burn Up Scramble,"Action, Comedy, Drama, Mystery, Sci-Fi, Ecchi Detective AIC Spirits Geneon Universal Entertainment, AIC, Memory-Tech, Toshiba Entertainment Geneon Entertainment USA"
Shounen Sunday CM: Major 2nd,Sports Team Sports HORNETS Shogakukan-Shueisha Productions
Natsunagu!,"Drama, Slice of Life IMAGICA Lab."
Ishida to Asakura,Comedy School Hotline DAX Production Ascendent Animation
Gundam: G no Reconguista Movie II - Bellri Gekishin,"Action, Sci-Fi Mecha, Space Sunrise"
Yi Ren Zhi Xia Recap,"Action, Supernatural Super Power Haoliners Animation League"
Xi Xing Ji: Jijie Pian,"Action, Adventure, Fantasy Historical, Martial Arts BYMENT Tencent Penguin Pictures"
Secret Mission: Sennyuu Sousakan wa Zettai ni Makenai!,Hentai Rabbit Gate Suiseisha
Wangu Xian Qiong II,"Adventure, Comedy, Fantasy Haoliners Animation League, ASK Animation Studio iQIYI"
Xiao Mo Tou Baolu La! 2,"Comedy, Fantasy Wawayu Animation"
Fushigi no Umi no Nadia Omake Gekijou,"Adventure, Sci-Fi Gainax"
Wagaya no Oinari-sama.: Kuu-chan no Omake Gekijou,"Adventure, Comedy, Fantasy, Supernatural"
Saimin Jutsu Zero,"Hentai Studio Eromatick Milky Animation Label, MS Pictures SoftCel Pictures"
Mirai Robo Daltanias,"Action, Sci-Fi Mecha, Space Toei Animation Discotek Media"
Princess Principal: Crown Handler Movie 2 - Revealing Reviews,Mystery Historical Actas Sentai Filmworks
Princess Principal: Ange Report,"Action, Mystery Historical Actas, Studio 3Hz"
Hitoriga The Animation,"Hentai Office Take Off, Cafe de Jeilhouse Pink Pineapple"
Vampire Dormitory,"Romance, Supernatural Crossdressing, Vampire Studio Blanc. Dentsu, Kodansha, Avex Pictures, Crunchyroll"
Majutsushi Orphen Hagure Tabi: Tennin no Isan,"Action, Adventure, Drama, Fantasy Martial Arts Studio Deen MediaNet Pictures Funimation"
Abarenbou Rikishi!! Matsutarou,Sports Combat Sports Toei Animation
Gall Force 2: Destruction,"Action, Sci-Fi Military, Space AIC, Artmic, animate Film Movic Central Park Media"
Seikon no Qwaser Picture Drama,Ecchi Hoods Entertainment TAKI Corporation
Meiken Lassie,"Adventure, Slice of Life Pets Nippon Animation"
Li Linke de Xiao Guaner,"Gourmet, Slice of Life Workplace Delight Animation"
Zhen Wu Dianfeng 2nd Season,"Action, Adventure, Fantasy Historical, Martial Arts Ruo Hong Culture Youku"
Ojamajo Doremi OVA,"Comedy Educational, Mahou Shoujo Toei Animation"
Rance 01: Hikari wo Motomete The Animation - Leazas no Yami,Hentai Seven Pink Pineapple
Kimi ga Nozomu Eien: Ayu Mayu Gekijou,"Comedy Picture Magic Lantis, Age, Rakuonsha"
Youma,"Action, Drama, Horror, Supernatural, Suspense Mythology J.C.Staff animate Film ADV Films"
"Kanojo, Okarishimasu Petit",Comedy AQUA ARIS Jinnan Studio
Kimi no Na wo Yobeba,Hentai School Suzuki Mirano
Qin Shi Mingyue: Wanli Changcheng,"Action, Fantasy Historical, Martial Arts Sparkly Key Animation Studio"
Ichigeki Sacchuu!! Hoihoi-san,"Comedy, Sci-Fi, Slice of Life Daume Genco"
Juushin Liger,"Action, Sci-Fi Mecha Sunrise"
God Eater 3,"Action Music, Video Game ufotable"
Mikagura Gakuen Kumikyoku,"Music, Psychological, School, Visual Arts"
Sakura Taisen: Ecole de Paris,"Action, Adventure, Sci-Fi Mecha, Performing Arts Radix Sega, Imagine Funimation"
Dumbbell Nan Kilo Moteru?: Silverman-Gym Oni Tore Kouza,"Comedy, Ecchi Doga Kobo"
Shishunki Shoujo,Hentai School Suzuki Mirano
D-Spray,"Hentai Schoolzone Lune-Pictures, Angelfish"
Mejoku,Hentai Y.O.U.C Digital Works Kitty Media
Emblem Take 2,"Action, Drama Organized Crime, Time Travel Toei Animation"
The Naked King,"Boys Love Music RX-RECORDS, UK.PROJECT INC."
Saishuu Chikan Densha,"Hentai T-Rex Milky Animation Label, MS Pictures Media Blasters"
Show,Supernatural Music
Nudist Beach ni Shuugaku Ryokou de!! The Animation Special,Hentai Seven Pink Pineapple
Yoroiden Samurai Troopers Kikoutei Densetsu,"Adventure, Fantasy Samurai Sunrise Bandai Entertainment, Discotek Media"
Ousama Game The Animation,"Drama, Horror, Mystery, Supernatural, Suspense Gore, High Stakes Game, School, Survival Seven AT-X, Warner Music Japan, Amuse, Hakuhodo DY Music & Pictures, Futabasha, Kakao Japan, Spacey Music Entertainment, A-Craft, Tohan Corporation Funimation"
Android Girl feat. Hatsune Miku,Music OTOIRO
Wo Kai Dongwuyuan Naxie Nian,"Comedy, Slice of Life Haoliners Animation League bilibili"
Mizugumo Monmon,"Fantasy, Romance Studio Ghibli"
Seishun Archive,Music Studio Kai Hololive Production
He Wei Dao x Re:Cong Ling Kaishi de Yi Shijie Shenghuo,Comedy White Fox
Cool Devices,"Hentai Green Bunny NuTech Digital, Critical Mass Video"
Utawarerumono: Itsuwari no Kamen Specials,"Comedy, Fantasy Parody Sentai Filmworks"
Spirit of Wonder: China-san Tanpenshuu,"Comedy, Sci-Fi Ajia-do Toshiba EMI"
Megaton-kyuu Musashi 2nd Season,"Action, Sci-Fi Mecha, School OLM"
Fei Ren Zai 1st Season Part 2,"Comedy, Supernatural Mythology Tencent Penguin Pictures, Fenz"
Suntory Minami Alps no Tennensui,Slice of Life CoMix Wave Films
Hitorigurashi no Shougakusei,"Comedy, Gourmet, Slice of Life Signal.MD Anime Beans"
Komada Jouryuusho e Youkoso,"Gourmet Workplace P.A. Works GAGA, DMM.com"
Ryoutei no Aji,Slice of Life Studio Colorido Robot Communications
Tsuki no Waltz,Music Madhouse NHK
Kenzen Robo Daimidaler Specials,"Comedy, Ecchi Mecha TNK Genco Funimation"
Fate/Zero Cafe,Comedy Parody ufotable
Shin Ace wo Nerae!,"Drama, Romance, Sports School Tokyo Movie Shinsha Tohokushinsha Film Corporation"
City Hunter: Ryou no Propose,"Action, Comedy, Mystery Detective Kamikaze Douga"
Dies Irae,"Action Military, Super Power A.C.G.T. Genco, DMM pictures, Greenwood, My Theater D.D., Brave Hearts, Crunchyroll SC Anime Fund Funimation, Crunchyroll"
Uchuu no Kishi Tekkaman Blade II,"Action, Adventure, Drama, Sci-Fi Mecha, Military, Space Tatsunoko Production Starchild Records Discotek Media, Urban Vision"
Guomin Laogong Dai Huijia 2nd season,"Drama, Romance School B.CMAY PICTURES Tencent Penguin Pictures, China Literature Limited"
Musuko no Tomodachi ni Okasarete,Hentai Y.O.U.C Digital Works Kitty Media
Kura Kura,Music
Devilman: Crybaby - Digest Eizou,"Action, Horror, Supernatural Mythology Science SARU Aniplex, Dynamic Planning"
Rilu Rilu Fairilu: Yousei no Door,"Fantasy, Slice of Life Studio Deen Sotsu"
Ai no Gakkou Cuore Monogatari,"Drama, Slice of Life Historical, School Nippon Animation Trans Arts, Mainichi Broadcasting System"
Di Gi Charat Tsuyu Specials,Comedy Madhouse
One Piece: Dai Gekisen Tokushuu! Mugiwara no Ichimi vs. Tobi Roppou,"Action, Adventure, Comedy, Fantasy Toei Animation"
Rennyuu Order The Animation,Hentai Studio 1st Pink Pineapple
Fei Ren Zai 1st Season Part 3,"Comedy, Supernatural Mythology Fenz Tencent Penguin Pictures"
Shironeko Project: Zero Chronicle,"Action, Adventure, Fantasy Project No.9 NBCUniversal Entertainment Japan, COLOPL, Kadokawa, GREE Funimation"
Mahouka Koukou no Rettousei 10-shuunen Kinen PV,Music 8bit
Chuumon no Ooi Ryouriten (1991),"Award Winning, Fantasy, Horror, Supernatural Sakura Eiga-sha"
Cardfight!! Vanguard: overDress,"Comedy Strategy Game Kinema Citrus, GIFTanimation, Studio Jemi Bushiroad Sentai Filmworks"
Mahou Shoujo Sonico★Magica,"Fantasy Mahou Shoujo, Music Nitroplus"
Kagerou Daze: In a Day's,"Comedy, Romance, Sci-Fi, Slice of Life, Supernatural Jumonji Aniplex, 1st PLACE, KDDI"
Nijiyon Animation Specials,"Comedy CGDCT, Idols (Female) Sunrise Bushiroad, Kadokawa, Bandai Namco Filmworks, Bandai Namco Music Live"
Imakara Atashi......,Hentai BreakBottle Mary Jane
Ichigo Chocola Flavor,"Hentai Studio 9 Maiami Queen Bee, Mediabank"
Precure Miracle Universe Movie,"Action, Fantasy Mahou Shoujo Toei Animation"
Himitsu no Kichi,"Hentai Blue bread Queen Bee, Mediabank"
School Days: Magical Heart Kokoro-chan,"Comedy, Ecchi Parody TNK Avex Entertainment, Marvelous Entertainment, Lantis, Pony Canyon Discotek Media"
Cyborg 009: Call of Justice 3,"Action, Adventure, Sci-Fi OLM Digital, Signal.MD Production I.G, Ishimori Pro"
Himitsu no Hana no Niwa,"Drama, Fantasy TOHO animation, Sonilude"
Hishoka Drop The Animation,Hentai G-Lam Pink Pineapple
Boku no Yayoi-san,Hentai MB planning ZIZ Entertainment (ZIZ)
Vlad Love,"Comedy, Supernatural School, Vampire Drive Production I.G, Ichigo Animation, Comic Animation"
Muumin (1972),"Adventure, Fantasy, Slice of Life Mushi Production Zuiyo"
Kutsujoku 2 The Animation,Hentai BreakBottle Showten
Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza - Extra,"CGDCT, Educational, Military, School Actas"
Arashi no Yoru ni: Himitsu no Tomodachi,"Adventure, Drama Anthropomorphic Sparky Animation Bandai Visual, Dentsu, TV Osaka, MediaNet, AT-X, Duckbill Entertainment, Baku Enterprise"
Gakuen Handsome The Animation,"Boys Love, Comedy Parody, School Team YokkyuFuman"
Majutsushi Orphen Hagure Tabi: Urbanrama-hen,"Action, Adventure, Drama, Fantasy Martial Arts Studio Deen WOWOW, Lantis, MediaNet, Bushiroad, BS Fuji, Nippon Television Network, Yomiuri TV Enterprise, TO Books, NetEase, Bandai Namco Music Live"
Hoshi no Samidare,"Action, Adventure, Comedy, Drama Psychological NAZ Nippon Animation, Mainichi Broadcasting System, Movic, Jumondo, BS11, My Theater D.D., Live Viewing Japan, Sonilude, Mixer, Mirai-Kojo"
Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko,"Action, Adventure, Comedy, Romance, Supernatural, Ecchi Super Power Toei Animation"
"Marriage Blue: ""Konyakusha ga Iru no ni, Doushite Konna Otoko ni......""",Hentai Rabbit Gate Lune-Pictures
Eroriman,Hentai PoRO
Kaze no Tairiku,"Action, Adventure, Fantasy, Supernatural Production I.G Bandai Visual, Kadokawa Shoten, Victor Entertainment, animate Film, Imagica Media Blasters, NYAV Post"
Tsuma Tsuma,Hentai Studio Ten Animac JapanAnime
Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,"Drama, Sports School, Team Sports Group TAC OB Planning, Asatsu DK, Fuji TV, TOHO, Shogakukan"
Caesura of Despair,Music Hololive Production
Duel Masters Charge,"Action, Adventure, Comedy Studio Hibari Shogakukan-Shueisha Productions"
Mizuiro (2003),"Drama, Romance, Supernatural OLM NEC Avenue"
Mou Hitotsu no Mirai wo.,"Sci-Fi Production I.G, Steve N' Steven"
Yuuki Yuuna wa Yuushabu Shozoku,"Comedy, Fantasy, Slice of Life W-Toon Studio"
Koisuru Tenshi Angelique: Kagayaki no Ashita Special,"Fantasy, Romance Reverse Harem Satelight"
La Seine no Hoshi,"Action, Adventure, Drama Historical Sunrise"
Henkei Shoujo,Sci-Fi Anthropomorphic DLE Bushiroad Ascendent Animation
Pan de Peace!,"Comedy, Gourmet, Slice of Life CGDCT, School Asahi Production Jinnan Studio, Contents Seed"
Lovedol: Lovely Idol,"Idols (Female), Music AIC ASTA, TNK AIC, Pony Canyon Enterprises"
Jantama Pong☆,Comedy Scooter Films Yostar
Kage (OVA),"Action, Hentai Gore, Historical, Martial Arts, Samurai APPP Japan Home Video Super Techno Arts"
Ninpuu Kamui Gaiden,"Action, Adventure Historical, Martial Arts, Samurai Eiken, Tele-Cartoon Japan Fuji TV"
Red,"Sci-Fi Music, Psychological"
Kojin Jugyou The Animation: Schoolgirl Ready for a Private Lesson,Hentai Flavors Soft Pink Pineapple
Queen's Blade: Grimoire,"Action, Adventure, Fantasy, Ecchi Arms, asread. Genco, Pony Canyon"
Baby☆Love,"Comedy, Romance Studio Comet Asatsu DK, Shueisha"
Burn Up!,"Action, Comedy, Sci-Fi, Ecchi Detective AIC Media Rings ADV Films, Sentai Filmworks"
Ikusa Otome Valkyrie G,"Fantasy, Supernatural, Hentai T-Rex Cotton Doll, Lune-Pictures"
AIKa Zero,"Action, Adventure, Comedy, Ecchi Studio Fantasia"
Yodaka no Hoshi,Adventure NHK
Hurricane Live! 2033,"Adult Cast, Music AIC"
Onboro Film,Comedy Parody Tezuka Productions
In no Houteishiki,"Hentai School Piko Studio Milky Animation Label, MS Pictures JapanAnime"
Rikujou Bouei-tai Mao-chan,"Comedy, Sci-Fi Military Xebec Geneon Entertainment USA"
Yuuki Yuuna wa Yuushabu Shozoku 2,"Comedy, Fantasy, Slice of Life W-Toon Studio"
Harukanaru Toki no Naka de 3: Owarinaki Unmei,"Action, Fantasy Historical, Isekai, Military, Mythology, Time Travel Yumeta Company"
Belle to Kaijuu Ouji,Fantasy Historical Gakken
Mofukuzuma,Hentai Schoolzone Lune-Pictures
Biohazard 4: Incubate,"Action, Horror, Mystery, Supernatural, Suspense Detective, Military, Mythology Capcom"
Liella no Uta 2,"Idols (Female), Music"
Never Giving Up!,"Idols (Female), Music Lantis"
Sensei no Ojikan: Dokidoki School Hours OVA,"Comedy School J.C.Staff, Studio Matrix, Studio Guts Genco, King Records"
Persona 5 the Animation Recap,"Action, Supernatural School, Super Power CloverWorks"
Chikan Monogatari,"Hentai Y.O.U.C Digital Works Media Blasters, Kitty Media"
Uchuu Senkan Tiramisù Specials,"Comedy, Sci-Fi Mecha, Parody, Space Gonzo Funimation"
Ring ni Kakero 1,Sports Combat Sports Toei Animation
Seikon no Qwaser II Picture Drama,Ecchi Hoods Entertainment TAKI Corporation
Ring ni Kakero 1: Nichibei Kessen-hen,Sports Combat Sports Toei Animation Marvelous Entertainment
Wan Jie Du Zun 2nd Season,"Action, Adventure, Fantasy Historical, Martial Arts Ruo Hong Culture Tencent Penguin Pictures, Liu Cong Animation"
Crayon Shin-chan Gaiden: Omocha Wars,"Action, Comedy, Ecchi Imagine"
Kodomo no Jikan,"Hentai Meltdown, Onion Studio Five Ways"
Avenger,"Adventure, Fantasy, Sci-Fi Bee Train Yomiko Advertising Bandai Entertainment"
Darkside Blues,"Horror, Mystery, Sci-Fi Psychological J.C.Staff Akita Shoten"
Toriko: Barbarian Ivy wo Hokaku Seyo!,"Action, Adventure, Comedy, Gourmet Super Power"
Circlet Princess,"Sci-Fi, Sports School SILVER LINK. Lantis"
Classroom☆Crisis: Tabi no Haji wa Uwanuri,"Sci-Fi School, Space Lay-duce"
Precure All Stars Movie: Haru no Carnival♪ - Ima Koko kara,"Fantasy Mahou Shoujo, Music Toei Animation"
Tantei Opera Milky Holmes: Psycho no Aisatsu,"Comedy, Mystery Detective, Parody, Super Power J.C.Staff"
Keiraku no Houteishiki Level-C,"Boys Love, Drama, Hentai Showbiz J.C.Staff Milky Animation Label Media Blasters"
Seikatsu Shidou!! Anime Edition,"Hentai Studio 9 Maiami MS Pictures, Chippai"
King of Prism by Pretty Rhythm,"Idols (Male), Music Tatsunoko Production Avex Pictures"
Miyamoto Musashi: Souken ni Haseru Yume,"Action Historical, Martial Arts, Samurai Production I.G"
Phantom of the Kill: Zero kara no Hangyaku,"Action, Adventure, Fantasy Production I.G Fuji&gumi Games"
RG Veda,"Adventure, Drama, Fantasy animate Film KSS, Movic, Sony Music Entertainment Central Park Media"
Burenai Ai de,Music
Tantei Opera Milky Holmes: Fun Fun Party Night♪ - Ken to Janet no Okurimono,"Comedy, Mystery Super Power J.C.Staff"
Nurse Witch Komugi-chan R,"Comedy, Fantasy Gag Humor, Idols (Female), Mahou Shoujo, Medical, Parody Tatsunoko Production VAP, Nippon Television Network Sentai Filmworks"
Nanatsu no Taizai: Tsumi no Kokuhaku Dennou Grimoire!,Comedy Parody KIZAWA Studio
Code Geass: Hangyaku no Lelouch Picture Drama - Hajimari no Zenya,"Action School Sunrise, Bandai Visual"
Fuufu Koukan: Modorenai Yoru,Hentai Studio Hokiboshi Suiseisha
Wonder Egg Priority: Watashi no Priority,"Drama, Fantasy Psychological CloverWorks Aniplex Funimation"
Shinshou Genmukan,Hentai ChiChinoya
Sentimental Journey,"Drama, Romance Sunrise Media Blasters"
Yi Ren Zhi Xia 5th season,"Action, Supernatural Super Power Qiyuan Yinghua Tencent Animation & Comics, Tencent Penguin Pictures, Yikuiduo Animation"
Arion,"Action, Adventure, Drama, Fantasy Mythology Sunrise Tokuma Shoten Discotek Media"
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su - Saishin Wa made Maruwakari! Chousoku Digest","Action, Adventure, Fantasy Video Game C2C"
Souryuuden,"Drama, Mystery, Supernatural Super Power Kitty Film Mitaka Studio Kitty Films, Kodansha, Fuji TV Central Park Media"
Let's Nupu Nupu,"Comedy, Ecchi Gag Humor, School Ajia-do, Group TAC TBS, Kodansha"
Battle Spirits: Sword Eyes,"Adventure, Fantasy Strategy Game Sunrise Nagoya Broadcasting Network"
RErideD: Tokigoe no Derrida,"Action, Drama, Sci-Fi Geek Toys Half H.P Studio, Kadokawa, MediaLink Entertainment Limited Funimation"
Furifure The Animation,Hentai Office TakeOut Pink Pineapple
Akatsuki no Chinkonka,"Fantasy, Mystery Music"
Senkou no Night Raid: Yogen,"Action Historical, Military, Super Power A-1 Pictures Aniplex Sentai Filmworks"
Tide-Line Blue: Kyoudai,"Adventure, Drama Telecom Animation Film Bandai Visual, TV Asahi, Lantis Bandai Entertainment"
Hajimete no Orusuban,Hentai BreakBottle Mary Jane
Yuusha Exkaiser,"Action, Sci-Fi Mecha Sunrise Nagoya Broadcasting Network, Tokyu Agency"
Pop in Q,"Fantasy Isekai, Music Toei Animation"
Papuwa,"Adventure, Comedy Nippon Animation Sotsu ADV Films"
Strange Dawn,"Adventure, Drama, Fantasy Isekai HAL Film Maker Urban Vision"
Saki Achiga-hen: Episode of Side-A - Kuro no Tanjoubi,"Slice of Life School, Strategy Game Studio Gokumi TV Tokyo, Square Enix, Sotsu, Lantis, Pony Canyon"
Namu Amida Butsu! Rendai Utena,Fantasy Asahi Production DMM pictures Sentai Filmworks
My Life,"Drama, Slice of Life"
Urahara,"Comedy, Fantasy, Sci-Fi Mahou Shoujo, Psychological Shirogumi, EMT Squared VAP, Sotsu, bilibili, Crunchyroll SC Anime Fund Funimation"
Berserk: Majo no Tsuisou,"Action, Adventure, Drama, Fantasy, Horror Gore, Military Millepensee, GEMBA LIDENFILMS"
Kakushi Dere Special,Hentai Peak Hunt Pashmina
Kaibutsu-kun,"Comedy, Horror Studio Zero, Tokyo Movie TBS"
Sengoku Majin Goushougun,"Action, Sci-Fi Mecha, Parody Ashi Productions TV Tokyo Discotek Media, Saban Entertainment"
Megami Kouhosei Special Curriculum,"Action, Sci-Fi Mecha, Military, Space Xebec Bandai Visual Discotek Media"
Kawaiku Naritai,Music
Fushigi na Somera-chan,"Comedy, Slice of Life Gag Humor Seven DAX Production, Dream Creation"
Tsubasa to Hotaru (2015),Romance School J.C.Staff
Entotsu Machi no Poupelle,"Adventure, Fantasy Studio 4°C Eleven Arts"
Warau Arsnotoria Sun!,"Action, Fantasy LIDENFILMS Pony Canyon, Nitroplus, Ultra Super Pictures, Good Smile Company, Crunchyroll, JR East Marketing & Communications, BS NTV, Kadokawa"
Yuuki Yuuna wa Yuushabu Shozoku 3,"Comedy, Fantasy, Slice of Life W-Toon Studio"
Asience: Kami wa Onna no Inochi,"Historical, Samurai Production I.G"
Turning Girls,"Comedy, Slice of Life Trigger CoMix Wave Films, Baramiri"
Newsong,Sci-Fi Music SME Records
Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,"Action, Fantasy, Slice of Life Studio Comet Pony Canyon"
